symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
APD,273.37,0.851,1493767,60771791220,7.08,212.24-307.71,1.3,"Air Products and Chemicals, Inc.",USD,0000002969,US0091581068,009158106,New York Stock Exchange,NYSE,Chemicals - Specialty,https://www.airproducts.com,"Air Products and Chemicals, Inc. provides atmospheric gases, process and specialty gases, equipment, and services worldwide. The company produces atmospheric gases, including oxygen, nitrogen, and argon; process gases, such as hydrogen, helium, carbon dioxide, carbon monoxide, syngas; specialty gases; and equipment for the production or processing of gases comprising air separation units and non-cryogenic generators for customers in various industries, including refining, chemical, gasification, metals, manufacturing, food and beverage, electronics, magnetic resonance imaging, energy production and refining, and metals. It also designs and manufactures equipment for air separation, hydrocarbon recovery and purification, natural gas liquefaction, and liquid helium and liquid hydrogen transport and storage. Air Products and Chemicals, Inc. has a strategic collaboration with Baker Hughes Company to develop hydrogen compression systems. The company was founded in 1940 and is headquartered in Allentown, Pennsylvania.",Mr. Seifollah  Ghasemi,Basic Materials,US,23000,610 481 4911,1940 Air Products Boulevard,Allentown,PA,18106-5500,232.55453,39.51547473302558,https://financialmodelingprep.com/image-stock/APD.png,1980-03-17,False,False,True,False,False
ABNB,148.13,1.188,3766601,95402202761,0.0,113.235-170.1,0.25,"Airbnb, Inc.",USD,0001559720,US0090661010,009066101,NASDAQ Global Select,NASDAQ,Travel Services,https://www.airbnb.com,"Airbnb, Inc., together with its subsidiaries, operates a platform that enables hosts to offer stays and experiences to guests worldwide. The company's marketplace model connects hosts and guests online or through mobile devices to book spaces and experiences. It primarily offers private rooms, primary homes, or vacation homes. The company was formerly known as AirBed & Breakfast, Inc. and changed its name to Airbnb, Inc. in November 2010. Airbnb, Inc. was founded in 2007 and is headquartered in San Francisco, California.",Mr. Brian  Chesky,Consumer Cyclical,US,6907,415 510 4027,888 Brannan Street,San Francisco,CA,94103,10.2449,137.6351006880198,https://financialmodelingprep.com/image-stock/ABNB.png,2020-12-10,False,False,True,False,False
AKAM,89.27,0.685,1631558,13597338590,0.0,87.54-129.17,-0.09,"Akamai Technologies, Inc.",USD,0001086222,US00971T1016,00971T101,NASDAQ Global Select,NASDAQ,Software - Infrastructure,https://www.akamai.com,"Akamai Technologies, Inc. provides cloud services for securing, delivering, and optimizing content and business applications over the internet in the United States and internationally. The company offers cloud solutions to keep infrastructure, websites, applications, application programming interfaces, and users safe from various cyberattacks and online threats while enhancing performance. It also provides web and mobile performance solutions to enable dynamic websites and applications; media delivery solutions, including video streaming and video player services, game and software delivery, broadcast operations, authoritative domain name system, resolution, and data and analytics; and edge compute solutions to enable developers to deploy and distribute code at the edge. In addition, the company offers carrier offerings, including cybersecurity protection, parental controls, DNS infrastructure and content delivery solutions; and an array of service and support to assist customers with integrating, configuring, optimizing, and managing its offerings. It sells its solutions through direct sales and service organizations, as well as through various channel partners. Akamai Technologies, Inc. was incorporated in 1998 and is headquartered in Cambridge, Massachusetts.",Dr. F. Thomson Leighton,Technology,US,10250,617 444 3000,145 Broadway,Cambridge,MA,02142,-98.01116,187.37115903780602,https://financialmodelingprep.com/image-stock/AKAM.png,1999-10-29,False,False,True,False,False
ALB,94.15,1.614,2593637,11065167050,1.6,92.3-247.44,0.36,Albemarle Corporation,USD,0000915913,US0126531013,012653101,New York Stock Exchange,NYSE,Chemicals - Specialty,https://www.albemarle.com,"Albemarle Corporation develops, manufactures, and markets engineered specialty chemicals worldwide. It operates through three segments: Lithium, Bromine, and Catalysts. The Lithium segment offers lithium compounds, including lithium carbonate, lithium hydroxide, lithium chloride, and lithium specialties; and reagents, such as butyllithium and lithium aluminum hydride for use in lithium batteries for consumer electronics and electric vehicles, high performance greases, thermoplastic elastomers for car tires, rubber soles, plastic bottles, catalysts for chemical reactions, organic synthesis processes in the areas of steroid chemistry and vitamins, life sciences, pharmaceutical industry, and other markets. It also provides cesium products for the chemical and pharmaceutical industries; zirconium, barium, and titanium products for pyrotechnical applications that include airbag initiators; technical services for the handling and use of reactive lithium products; and lithium-containing by-products recycling services. The Bromine segment offers bromine and bromine-based fire safety solutions; specialty chemicals, including elemental bromine, alkyl and inorganic bromides, brominated powdered activated carbon, and other bromine fine chemicals for use in chemical synthesis, oil and gas well drilling and completion fluids, mercury control, water purification, beef and poultry processing, and other industrial applications; and other specialty chemicals, such as tertiary amines for surfactants, biocides, and disinfectants and sanitizers. The Catalysts segment provides hydroprocessing, isomerization, and akylation catalysts; fluidized catalytic cracking catalysts and additives; and organometallics and curatives. The company serves the energy storage, petroleum refining, consumer electronics, construction, automotive, lubricants, pharmaceuticals, and crop protection markets. Albemarle Corporation was founded in 1887 and is headquartered in Charlotte, North Carolina.",Mr. Jerry Kent Masters Jr.,Basic Materials,US,9000,980 299 5700,4250 Congress Street,Charlotte,NC,28209,200.17075,-87.21075250899122,https://financialmodelingprep.com/image-stock/ALB.png,1994-02-22,False,False,True,False,False
ARE,115.77,1.133,783450,20246204910,5.2,90.73-135.45,0.43,"Alexandria Real Estate Equities, Inc.",USD,0001035443,US0152711091,015271109,New York Stock Exchange,NYSE,REIT - Office,https://www.are.com,"Alexandria Real Estate Equities, Inc. (NYSE:ARE), an S&P 500<sup>®</sup> urban office real estate investment trust (""REIT""), is the first, longest-tenured, and pioneering owner, operator, and developer uniquely focused on collaborative life science, technology, and agtech campuses in AAA innovation cluster locations, with a total market capitalization of $31.9 billion as of December 31, 2020, and an asset base in North America of 49.7 million square feet (""SF""). The asset base in North America includes 31.9 million RSF of operating properties and 3.3 million RSF of Class A properties undergoing construction, 7.1 million RSF of near-term and intermediate-term development and redevelopment projects, and 7.4 million SF of future development projects. Founded in 1994, Alexandria pioneered this niche and has since established a significant market presence in key locations, including Greater Boston, San Francisco, New York City, San Diego, Seattle, Maryland, and Research Triangle. Alexandria has a longstanding and proven track record of developing Class A properties clustered in urban life science, technology, and agtech campuses that provide our innovative tenants with highly dynamic and collaborative environments that enhance their ability to successfully recruit and retain world-class talent and inspire productivity, efficiency, creativity, and success. Alexandria also provides strategic capital to transformative life science, technology, and agtech companies through our venture capital platform. We believe our unique business model and diligent underwriting ensure a high-quality and diverse tenant base that results in higher occupancy levels, longer lease terms, higher rental income, higher returns, and greater long-term asset value.",Mr. Peter M. Moglia,Real Estate,US,568,626-578-0777,26 North Euclid Avenue,Pasadena,CA,91101,63.20222,56.077784739186164,https://financialmodelingprep.com/image-stock/ARE.png,1997-05-28,False,False,True,False,False
ALGN,243.005,1.623,711446,18293829509,0.0,176.34-413.2,0.395,"Align Technology, Inc.",USD,0001097149,US0162551016,016255101,NASDAQ Global Select,NASDAQ,Medical - Devices,https://www.aligntech.com,"Align Technology, Inc., a medical device company, designs, manufactures, and markets Invisalign clear aligners and iTero intraoral scanners and services for orthodontists and general practitioner dentists, and restorative and aesthetic dentistry. It operates in two segments, Clear Aligner; and Scanners and Services. The Clear Aligner segment consists of comprehensive products, including Invisalign comprehensive treatment that addresses the orthodontic needs of teenage patients, such as mandibular advancement, compliance indicators, and compensation for tooth eruption; and Invisalign First Phase I and Invisalign First Comprehensive Phase 2 package for younger patients generally between the ages of seven and ten years, which is a mixture of primary/baby and permanent teeth. This segment's non-comprehensive products comprise Invisalign moderate, lite and express packages, and Invisalign go; and non-case products include retention products, Invisalign training fees, and sales of ancillary products, such as cleaning material, and adjusting tools used by dental professionals during the course of treatment. The Scanners and Services segment offers iTero scanner, a single hardware platform with software options for restorative or orthodontic procedures; restorative software for general practitioner dentists, prosthodontists, periodontists, and oral surgeons; and software for orthodontists for digital records storage, orthodontic diagnosis, and for the fabrication of printed models and retainers. This segment also provides computer-aided design and computer-aided manufacturing services; ancillary products, such as disposable sleeves for the wand; iTero model and dies; third party scanners and digital scans; Invisalign outcome simulator, a chair-side and cloud-based application for the iTero scanner; Invisalign progress assessment tool; and TimeLapse technology, which allows doctors or practitioners to compare a patient's historic 3D scans to the present-day scan. The company sells its products in the United States, Switzerland, China, and internationally. Align Technology, Inc. was incorporated in 1997 and is headquartered in Tempe, Arizona.",Mr. Joseph M. Hogan,Healthcare,US,21670,408 470 1000,410 North Scottsdale Road,Tempe,AZ,85281,47.8857,194.72430380770703,https://financialmodelingprep.com/image-stock/ALGN.png,2001-01-30,False,False,True,False,False
ALLE,116.04,1.166,553591,10146618828,1.92,95.94-136.91,0.29,Allegion plc,USD,0001579241,IE00BFRT3W74,G0176J109,New York Stock Exchange,NYSE,Security & Protection Services,https://www.allegion.com,"Allegion plc manufactures and sells mechanical and electronic security products and solutions worldwide. The company offers door closers, controls, and exit devices; locks, locksets, portable locks, and key systems and services; electronic security products and access control systems; time, attendance, and workforce productivity systems; doors and door systems; and other accessories. The company sells its products and solutions to end-users in commercial, institutional, and residential facilities, including education, healthcare, government, hospitality, commercial office, and single and multi-family residential markets under the CISA, Interflex, LCN, Schlage, SimonsVoss, and Von Duprin brands. It sells its products and solutions through distribution and retail channels, such as specialty distribution, e-commerce, and wholesalers, as well as through various retail channels comprising do-it-yourself home improvement centers, on-line and e-commerce platforms, and small specialty showroom outlets. Allegion plc was incorporated in 2013 and is headquartered in Dublin, Ireland.",Mr. John H. Stone,Industrials,IE,12200,353 1 254 6200,Iveagh Court,Dublin,,D02 VH94,-0.57923,116.32923410881304,https://financialmodelingprep.com/image-stock/ALLE.png,2013-11-18,False,False,True,False,False
LNT,51.4,0.559,1491704,13177880600,1.92,45.15-56.26,0.41,Alliant Energy Corporation,USD,0000352541,US0188021085,018802108,NASDAQ Global Select,NASDAQ,Regulated Electric,https://www.alliantenergy.com,"Alliant Energy Corporation operates as a utility holding company that provides regulated electricity and natural gas services. It operates through three segments: Utility Electric Operations, Utility Gas Operations, and Utility Other. The company, through its subsidiary, Interstate Power and Light Company (IPL), primarily generates and distributes electricity, and distributes and transports natural gas to retail customers in Iowa; sells electricity to wholesale customers in Minnesota, Illinois, and Iowa; and generates and distributes steam in Cedar Rapids, Iowa. Alliant Energy Corporation, through its other subsidiary, Wisconsin Power and Light Company (WPL), generates and distributes electricity, and distributes and transports natural gas to retail customers in Wisconsin; and sells electricity to wholesale customers in Wisconsin. As of December 31, 2021, IPL supplied electric and natural gas service to approximately 500,000 and 225,000 retail customers respectively; and WPL supplied electric and natural gas service to approximately 485,000 and 200,000 retail customers, respectively. It serves retail customers in the farming, agriculture, industrial manufacturing, chemical, and packaging and food industries. In addition, the company owns and operates a short-line rail freight service in Iowa; a barge, rail, and truck freight terminal on the Mississippi River; and a rail-served warehouse in Iowa, as well as offers freight brokerage services. Further, it holds interests in a 347 megawatt (MW) natural gas-fired electric generating unit near Sheboygan Falls, Wisconsin; and a 225 MW wind farm located in Oklahoma. The company was incorporated in 1981 and is headquartered in Madison, Wisconsin.",Ms. Lisa M. Barton,Utilities,US,3281,608 458 3311,4902 North Biltmore Lane,Madison,WI,53718,1.99936,45.680642601979464,https://financialmodelingprep.com/image-stock/LNT.png,1988-01-05,False,False,True,False,False
ALL,160.08,0.5,1454093,42222540720,3.68,100.57-177.37,-2.51,The Allstate Corporation,USD,0000899051,US0200021014,020002101,New York Stock Exchange,NYSE,Insurance - Property & Casualty,https://www.allstate.com,"The Allstate Corporation, together with its subsidiaries, provides property and casualty, and other insurance products in the United States and Canada. The company operates through Allstate Protection; Protection Services; Allstate Health and Benefits; and Run-off Property-Liability segments. The Allstate Protection segment offers private passenger auto and homeowners insurance; specialty auto products, including motorcycle, trailer, motor home, and off-road vehicle insurance; other personal lines products, such as renter, condominium, landlord, boat, umbrella, and manufactured home and stand-alone scheduled personal property; and commercial lines products under the Allstate and Encompass brand names. The Protection Services segment provides consumer product protection plans and related technical support for mobile phones, consumer electronics, furniture, and appliances; finance and insurance products, including vehicle service contracts, guaranteed asset protection waivers, road hazard tire and wheel, and paint and fabric protection; roadside assistance; device and mobile data collection services; data and analytic solutions using automotive telematics information; and identity protection services. This segment offers its products under various brands including Allstate Protection Plans, Allstate Dealer Services, Allstate Roadside Services, Arity, and Allstate Identity Protection. The Allstate Health and Benefits provides life, accident, critical illness, short-term disability, and other health insurance products. The Run-off Property-Liability offers property and casualty insurance. It sells its products through call centers, agencies, financial specialists, independent agents, brokers, wholesale partners, and affinity groups, as well as through online and mobile applications. The Allstate Corporation was founded in 1931 and is based in Northbrook, Illinois.",Mr. Thomas Joseph Wilson II,Financial Services,US,53000,847 402 5000,2775 Sanders Road,Northbrook,IL,60062,-487.06494,638.3849444776034,https://financialmodelingprep.com/image-stock/ALL.png,1993-06-03,False,False,True,False,False
GOOGL,178.9979,1.01,26013717,2219865625801,0.8,115.35-180.41,2.6979,Alphabet Inc.,USD,0001652044,US02079K3059,02079K305,NASDAQ Global Select,NASDAQ,Internet Content & Information,https://www.abc.xyz,"Alphabet Inc. provides various products and platforms in the United States, Europe, the Middle East, Africa, the Asia-Pacific, Canada, and Latin America. It operates through Google Services, Google Cloud, and Other Bets segments. The Google Services segment offers products and services, including ads, Android, Chrome, hardware, Gmail, Google Drive, Google Maps, Google Photos, Google Play, Search, and YouTube. It is also involved in the sale of apps and in-app purchases and digital content in the Google Play store; and Fitbit wearable devices, Google Nest home products, Pixel phones, and other devices, as well as in the provision of YouTube non-advertising services. The Google Cloud segment offers infrastructure, platform, and other services; Google Workspace that include cloud-based collaboration tools for enterprises, such as Gmail, Docs, Drive, Calendar, and Meet; and other services for enterprise customers. The Other Bets segment sells health technology and internet services. The company was founded in 1998 and is headquartered in Mountain View, California.",Mr. Sundar  Pichai,Communication Services,US,180895,650 253 0000,1600 Amphitheatre Parkway,Mountain View,CA,94043,-28.60697,204.90696782452707,https://financialmodelingprep.com/image-stock/GOOGL.png,2004-08-19,False,False,True,False,False
GOOG,180.588,1.01,18930398,2222323704300,0.8,115.83-182.08,2.878,Alphabet Inc.,USD,0001652044,US02079K1079,02079K107,NASDAQ Global Select,NASDAQ,Internet Content & Information,https://abc.xyz,"Alphabet Inc. offers various products and platforms in the United States, Europe, the Middle East, Africa, the Asia-Pacific, Canada, and Latin America. It operates through Google Services, Google Cloud, and Other Bets segments. The Google Services segment provides products and services, including ads, Android, Chrome, devices, Gmail, Google Drive, Google Maps, Google Photos, Google Play, Search, and YouTube. It is also involved in the sale of apps and in-app purchases and digital content in the Google Play and YouTube; and devices, as well as in the provision of YouTube consumer subscription services. The Google Cloud segment offers infrastructure, cybersecurity, databases, analytics, AI, and other services; Google Workspace that include cloud-based communication and collaboration tools for enterprises, such as Gmail, Docs, Drive, Calendar, and Meet; and other services for enterprise customers. The Other Bets segment sells healthcare-related and internet services. The company was incorporated in 1998 and is headquartered in Mountain View, California.",Mr. Sundar  Pichai,Communication Services,US,180895,650 253 0000,1600 Amphitheatre Parkway,Mountain View,CA,94043,-28.60697,204.90696782452707,https://financialmodelingprep.com/image-stock/GOOG.png,2004-08-19,False,False,True,False,False
MO,45.78,0.668,10851100,78633101400,3.92,39.07-47.19,0.35,"Altria Group, Inc.",USD,0000764180,US02209S1033,02209S103,New York Stock Exchange,NYSE,Tobacco,https://www.altria.com,"Altria Group, Inc., through its subsidiaries, manufactures and sells smokeable and oral tobacco products in the United States. The company provides cigarettes primarily under the Marlboro brand; cigars and pipe tobacco principally under the Black & Mild brand; and moist smokeless tobacco products under the Copenhagen, Skoal, Red Seal, and Husky brands, as well as provides on! oral nicotine pouches. It sells its tobacco products primarily to wholesalers, including distributors; and large retail organizations, such as chain stores. Altria Group, Inc. was founded in 1822 and is headquartered in Richmond, Virginia.",Mr. William F. Gifford Jr.,Consumer Defensive,US,6400,804 274 2200,6601 West Broad Street,Richmond,VA,23230,-24.66883,70.09882945341558,https://financialmodelingprep.com/image-stock/MO.png,1985-07-01,False,False,True,False,False
AMZN,187.245,1.142,38624835,1948583817000,0.0,118.35-191.7,1.145,"Amazon.com, Inc.",USD,0001018724,US0231351067,023135106,NASDAQ Global Select,NASDAQ,Specialty Retail,https://www.amazon.com,"Amazon.com, Inc. engages in the retail sale of consumer products and subscriptions through online and physical stores in North America and internationally. The company operates through three segments: North America, International, and Amazon Web Services (AWS). Its products offered through its stores include merchandise and content purchased for resale; and products offered by third-party sellers The company also manufactures and sells electronic devices, including Kindle, Fire tablets, Fire TVs, Rings, Blink, eero, and Echo; and develops and produces media content. In addition, it offers programs that enable sellers to sell their products in its stores; and programs that allow authors, musicians, filmmakers, Twitch streamers, skill and app developers, and others to publish and sell content. Further, the company provides compute, storage, database, analytics, machine learning, and other services, as well as fulfillment, advertising, and digital content subscriptions. Additionally, it offers Amazon Prime, a membership program. The company serves consumers, sellers, developers, enterprises, content creators, and advertisers. Amazon.com, Inc. was incorporated in 1994 and is headquartered in Seattle, Washington.",Mr. Andrew R. Jassy,Consumer Cyclical,US,1525000,206 266 1000,410 Terry Avenue North,Seattle,WA,98109-5210,134.29446,51.805536709798496,https://financialmodelingprep.com/image-stock/AMZN.png,1997-05-15,False,False,True,False,False
AMCR,9.955,0.873,7814283,14388359700,0.5,8.45-10.51,0.075,Amcor plc,USD,0001748790,JE00BJ1F3079,G0250X107,New York Stock Exchange,NYSE,Packaging & Containers,https://www.amcor.com,"Amcor plc develops, produces, and sells packaging products in Europe, North America, Latin America, Africa, and the Asia Pacific regions. The company operates through two segments, Flexibles and Rigid Packaging. The Flexibles segment provides flexible and film packaging products in the food and beverage, medical and pharmaceutical, fresh produce, snack food, personal care, and other industries. The Rigid Packaging segment offers rigid containers for a range of beverage and food products, including carbonated soft drinks, water, juices, sports drinks, milk-based beverages, spirits and beer, sauces, dressings, spreads, and personal care items; and plastic caps for various applications. The company sells its products primarily through its direct sales force. Amcor plc was incorporated in 2018 and is headquartered in Zürich, Switzerland.","Mr. Peter  Konieczny Dip Eng, MBA, MSc Mech Eng",Consumer Cyclical,CH,41000,41 44 316 1717,Thurgauerstrasse 34,Zurich,,8050,-7.43752,17.317516326116273,https://financialmodelingprep.com/image-stock/AMCR.png,2012-05-15,False,False,True,False,False
